Startup_ID,Country,Industry,Funding_Stage,Total_Funding_MUSD,Annual_Revenue_MUSD,Burn_Rate_MUSD,Revenue_Growth_Percent,Employee_Count,Valuation_MUSD,Is_IPO,Annual_Profit_MUSD,Is_Profitable,Region
1036,UAE,SaaS,Seed,84.78852921,105.7414218,23.81521964,262.4993974,769,139.2311957,0,13.49460194,1,World
1037,USA,E-Commerce,Seed,68.16789136,189.3530333,10.82256051,30.37536533,1169,513.1776749,0,43.61593785,1,World
1039,China,AI/ML,Seed,51.58947159,13.44888589,3.197716353,183.910965,1932,165.923277,0,5.397211018,1,World
1040,UK,AI/ML,Series C,91.46766504,77.93820887,15.26811677,102.6630913,1958,81.12400702,0,13.21380613,1,World
1042,UK,E-Commerce,Series C,84.86858824,46.38292785,48.095475,124.6846237,79,423.4858041,0,-20.69107461,0,World
1044,Israel,EdTech,Series B,20.42534947,13.95106131,39.39038303,6.05209764,539,534.2548524,0,-24.10179536,0,World
1046,China,SaaS,Series A,45.84846029,122.0875864,5.416181011,69.25057547,512,178.2738056,0,30.75966162,1,World
1047,USA,EdTech,Series C,87.89807588,84.66074928,40.74539435,130.6933026,1018,110.4483071,0,-4.616371337,0,World
1048,Germany,HealthCare,Seed,10.90313544,4.315706949,31.21512252,291.71811,1731,243.4192708,0,-20.71509158,0,World
1049,Germany,SaaS,Series A,26.51626607,197.1111117,9.630003324,248.8949617,126,317.3110107,0,46.4692931,1,World
1051,Japan,AI/ML,Series B,10.40367785,155.8261488,26.97975775,155.0131143,1823,881.8371038,0,20.50081616,1,World
1052,Canada,AI/ML,Series C,32.75567699,65.46647519,42.19613047,220.3733128,616,428.9621537,0,-13.12951962,0,World
1053,Israel,EdTech,Series C,39.32838401,95.26584302,3.114558386,211.0258716,928,521.2041969,0,24.20484341,1,World
1054,UAE,SaaS,Series A,62.63678586,77.9984967,29.87644224,229.4483465,913,9.590468305,0,0.990922091,1,World
1055,Germany,HealthCare,Series C,16.65513193,68.83657629,35.88009249,139.9491232,1958,38.14550258,0,-9.081732506,0,World
1056,Israel,SaaS,Series C,86.19984454,4.859349753,48.89680371,56.89726415,437,88.35035393,0,-30.19064689,0,World
1060,USA,EdTech,Series A,28.22898564,29.51186039,38.18756646,25.80400587,1820,594.6364415,0,-20.59879253,0,World
1061,USA,E-Commerce,Series B,15.04105404,118.4354234,36.51380145,24.16096805,1860,546.8890911,0,1.600455407,1,World
1063,UAE,E-Commerce,Series B,53.68359101,140.1567912,45.19612581,49.78260924,645,642.2107089,0,3.71034007,1,World
1064,USA,E-Commerce,Series C,11.608513,30.16253628,5.011650463,91.86642688,89,768.3190983,0,6.394126616,1,World
1066,Germany,E-Commerce,Series C,59.33790436,60.65803065,39.84035944,125.8547374,494,689.0514177,0,-10.69105427,0,World
1068,UAE,AI/ML,Series A,18.34720494,105.4654806,3.021216955,142.8335528,604,757.9451696,0,27.66340033,1,World
1070,Japan,E-Commerce,Seed,94.73232606,186.3556953,41.0118579,138.5661497,1550,444.6577882,0,19.41478674,1,World
1071,Canada,EdTech,Seed,10.94360137,185.9657491,6.415594688,276.0890923,270,248.3989678,0,44.28752309,1,World
1074,UAE,E-Commerce,Series B,4.740637959,11.35019972,5.575898616,38.12694282,138,6.233178888,0,0.626058584,1,World
1075,Singapore,EdTech,Series A,97.78560132,53.52184454,17.60743225,120.72421,635,652.2043287,0,6.541060533,1,World
1076,Singapore,AI/ML,Series A,1.459803825,103.240077,4.271753823,223.5930092,293,47.31400875,0,24.26376032,1,World
1077,Canada,E-Commerce,Series B,87.49319691,96.24517496,42.31049321,71.32099747,1080,214.3387865,0,-2.420647591,0,World
1079,USA,SaaS,Series C,93.92029696,96.14952263,37.80297808,50.26392362,1221,667.3963888,0,1.365202983,1,World
1081,UAE,SaaS,Seed,65.77632583,48.48949522,26.21002905,159.3536609,608,661.7544674,0,-3.952607697,0,World
1082,China,EdTech,Series A,8.923224407,55.16792646,9.291007424,204.1282438,663,930.9220151,0,8.360626748,1,World
1083,USA,FinTech,Seed,24.99065133,184.1872182,14.13579466,38.44328454,772,79.12995667,0,39.14447127,1,World
1085,USA,AI/ML,Seed,53.33989951,122.107384,36.77718904,71.6028175,1915,730.7867207,0,5.673786808,1,World
1086,USA,E-Commerce,Series C,92.86893712,136.5063224,4.823253582,40.39271591,1041,669.3843882,0,36.42403597,1,World
1087,Singapore,SaaS,Series B,43.44638943,101.3555738,14.90516521,64.79617796,1070,230.3779898,0,16.59633867,1,World
1088,China,EdTech,Series B,87.11142422,138.9992598,46.33840529,55.02387468,1631,167.2519411,0,4.532592328,1,World
1089,UAE,HealthCare,Series C,45.44658831,34.96455188,21.51325356,31.74902193,81,785.325769,0,-4.464680258,0,World
1090,UK,AI/ML,Series B,97.94557959,170.6001304,46.94959673,240.3625743,1414,956.463432,0,11.06018173,1,World
1092,Singapore,E-Commerce,Series A,33.58453385,80.46208264,26.38032532,119.6132349,1100,963.3884598,1,1.366016191,1,World
1093,Canada,HealthCare,Series C,88.70644337,15.51389146,14.47339609,285.4352385,662,606.970447,0,-1.412675599,0,World
1094,Germany,EdTech,Series B,84.91352605,109.2696102,39.55976275,114.4474742,1840,929.4533664,0,2.805592848,1,World
1095,Canada,FinTech,Series B,21.85735934,134.1142886,8.049605703,54.25695418,73,691.9835161,0,31.09679282,1,World
1096,UK,AI/ML,Series A,62.80474968,188.2737162,12.6771383,85.84265312,39,909.3403265,0,42.4944819,1,World
1097,Germany,SaaS,Series C,8.195549243,147.9975711,39.26550748,75.49512741,1933,165.7810231,1,7.116686588,1,World
1098,UK,EdTech,Series A,83.83436134,108.4500318,21.73893164,152.1286775,566,816.4873897,1,16.0736251,1,World
1102,China,AI/ML,Series A,58.11529172,119.4216563,6.341054849,234.3031418,1764,321.6605217,0,28.21058755,1,World
1103,USA,AI/ML,Series B,85.6367789,82.29095531,13.92131497,214.4965455,286,48.31370498,0,13.96412226,1,World
1104,Germany,SaaS,Series C,97.45001003,167.7772968,11.14171009,65.64926135,230,980.4028568,0,39.26125235,1,World
1105,Israel,EdTech,Seed,44.50975874,37.4425998,19.05474598,39.19041718,1226,668.133765,0,-0.964553378,0,World
1107,UK,EdTech,Series C,75.16244232,144.5855346,35.7140343,63.67897841,1057,999.0871729,0,12.05407614,1,World
1108,Canada,SaaS,Series C,56.95215237,180.8432463,33.15994313,30.05544792,841,395.006903,0,24.99834197,1,World
1113,Israel,HealthCare,Series C,75.94417491,93.90146369,7.406684428,293.7215554,285,475.0606224,0,22.86247227,1,World
1114,UAE,FinTech,Series B,54.84547595,181.3000256,20.57474602,228.7643414,582,390.3157548,0,34.58456705,1,World
1115,China,FinTech,Series A,87.80792964,186.1754466,3.851511192,22.01950034,901,172.4312006,0,51.29541893,1,World
1116,UAE,EdTech,Series C,54.81084755,179.1351046,37.5261073,155.1174584,1276,444.6503257,0,19.54394351,1,World
1117,UAE,AI/ML,Series C,24.58797892,28.10498693,39.40726729,170.9730479,1935,89.81692139,0,-22.01537101,0,World
1119,UAE,EdTech,Seed,56.16468545,189.6985643,4.576273364,151.8500551,442,51.66813884,1,49.73865903,1,World
1120,Germany,EdTech,Seed,21.47726278,72.56931407,44.51515016,147.6158615,18,383.7428314,0,-15.65430965,0,World
1121,UAE,SaaS,Series A,62.72727319,103.9699347,48.28522785,113.5418904,905,104.6371797,0,-7.601084044,0,World
1122,UAE,SaaS,Series B,36.41395973,155.9295035,10.19794166,85.08110825,878,776.105597,0,35.36554302,1,World
1123,USA,AI/ML,Series B,84.59615562,112.6345884,35.26152699,284.1290625,942,316.1732939,0,6.955396718,1,World
1126,UK,SaaS,Series B,10.45808456,142.9315709,16.23382267,54.34899809,41,916.6956222,0,26.8394172,1,World
1127,UAE,E-Commerce,Series C,40.20641028,158.6219325,23.98007988,257.8966076,861,909.1016468,0,24.57111249,1,World
1128,UAE,FinTech,Series B,98.34090221,99.07303294,25.66221066,178.0568704,614,253.4027859,0,10.97689209,1,World
1130,Germany,SaaS,Series C,16.83413943,109.4578409,46.49914043,243.5905561,1161,35.13277188,0,-7.194659891,0,World
1131,UK,HealthCare,Series B,28.4986409,82.62433396,37.21976724,247.8547496,1782,136.1925375,0,-7.269438871,0,World
1134,USA,SaaS,Series C,75.94248119,146.9203227,34.46558863,48.72866191,1506,799.2705447,0,12.8540234,1,World
1135,Israel,SaaS,Series B,75.20313427,184.2966391,7.093805443,174.325404,310,931.4168112,0,45.17443057,1,World
1136,USA,HealthCare,Series C,51.47753157,50.71004107,17.98544454,113.1217343,1817,9.3116499,0,3.82059659,1,World
1137,Germany,HealthCare,Series C,81.27123325,71.36948571,45.28685925,169.6242312,1821,236.7512505,0,-12.46580785,0,World
1138,Singapore,AI/ML,Series B,44.27073019,31.21521832,28.4019377,152.0509641,51,442.3555793,0,-11.49299498,0,World
1139,USA,E-Commerce,Seed,13.26417596,138.2992174,10.92818753,182.6484335,1811,565.2638919,0,28.62785444,1,World
1140,Japan,FinTech,Series C,56.87974232,192.0575918,6.226961426,14.47297827,61,916.3232637,0,47.5781164,1,World
1141,Japan,AI/ML,Series C,95.27783708,128.3699679,25.95952198,14.68682079,197,892.4240731,0,18.19924325,1,World
1143,UK,EdTech,Seed,58.29136412,110.9212411,16.78728112,61.97253693,160,261.101074,0,18.39870106,1,World
1144,USA,SaaS,Series A,65.03376037,18.14692027,31.55775982,197.3985463,1277,784.3713708,0,-16.03385622,0,World
1147,China,SaaS,Series A,33.80801976,132.4646154,27.35906367,251.4447343,1160,10.81071616,0,14.29132558,1,World
1148,Germany,E-Commerce,Series C,97.74691494,179.8128131,3.184603123,126.8746838,1750,571.9216514,0,49.00251648,1,World
1151,Israel,SaaS,Series A,46.91427914,185.4731619,33.72860172,118.9838827,1902,636.7588726,0,23.41748588,1,World
1154,UK,SaaS,Seed,95.82411306,22.2218824,38.26798748,147.9190407,1999,595.3610643,0,-19.17083435,0,World
1155,Japan,E-Commerce,Series A,41.02693069,92.0964166,25.0231605,57.0760857,600,255.0627545,0,6.692394477,1,World
1157,China,EdTech,Seed,19.74626654,6.03120229,25.30904231,85.5841483,1131,812.0518759,0,-15.82207822,0,World
1158,Canada,FinTech,Series A,55.23921025,11.84904395,29.68597654,247.0413291,1101,164.2520561,0,-17.53788431,0,World
1160,Singapore,EdTech,Series B,76.6578279,146.3416338,30.40470627,114.9557712,909,972.7812933,0,17.64200897,1,World
1161,USA,HealthCare,Series C,58.51047593,100.4827424,30.81919396,16.97854048,37,639.0330212,0,5.96183002,1,World
1162,China,E-Commerce,Series C,62.93336876,74.09513973,39.48205761,73.56355908,1062,285.396197,0,-9.37763265,0,World
1163,China,EdTech,Series C,6.120367373,21.57060053,47.45943211,267.275923,1883,608.5608621,1,-29.05770022,0,World
1164,Germany,E-Commerce,Series B,21.89279469,146.5819299,18.89813608,246.3024314,643,345.8223938,0,25.06862162,1,World
1166,UAE,AI/ML,Series B,29.60251726,53.43215198,4.405030571,142.5651269,697,547.0759597,0,11.7702942,1,World
1167,USA,EdTech,Series C,63.11646176,130.6376807,18.00431364,195.9070904,1650,929.843159,0,21.95085522,1,World
1170,Germany,SaaS,Series A,55.37587587,128.4767504,25.71828087,95.6842094,1524,726.484324,1,17.35494863,1,World
1171,China,AI/ML,Series B,28.02985077,54.60869332,36.58021203,252.3566793,119,304.3739263,0,-10.54323354,0,World
1173,Germany,AI/ML,Series C,14.56890867,46.24913059,23.27818421,102.3428104,1430,394.8177424,0,-3.924323261,0,World
1175,China,FinTech,Series B,62.0314565,156.5966622,11.29326407,148.7660466,52,969.2949569,0,34.67066736,1,World
1177,China,FinTech,Seed,18.5437286,36.93647565,21.72709581,27.92517629,1841,774.6264244,0,-6.761637431,0,World
1178,USA,E-Commerce,Series C,87.43052455,23.69102766,35.25114785,211.3836956,55,261.5629613,0,-15.28215368,0,World
1179,Israel,AI/ML,Series A,74.53035551,167.7606182,22.77772899,260.2106372,1603,747.885041,0,29.24103704,1,World
1181,USA,EdTech,Series B,41.27954665,65.78784605,33.52327156,198.4170539,1985,427.0234529,0,-6.907079327,0,World
1183,Israel,E-Commerce,Series B,97.96562555,25.26995722,37.6193006,32.74300241,1134,496.3744956,0,-17.04860421,0,World
1184,UAE,HealthCare,Series B,79.92671793,101.656008,7.740365192,106.7837388,1314,659.171289,0,23.77621534,1,World
1186,China,AI/ML,Series A,84.90891483,78.62457524,32.83480461,288.7121997,610,304.9479305,1,-1.473411054,0,World
1187,UAE,SaaS,Series B,76.13426291,15.43114288,41.43561346,76.20145218,1279,889.2481083,0,-24.10409924,0,World
1188,Germany,FinTech,Series C,30.41097444,95.29186244,39.59740045,229.8182228,1945,760.1642658,0,-4.798373524,0,World
1189,Germany,E-Commerce,Series C,43.22873257,84.62548855,36.11211141,174.291419,700,539.070266,0,-5.620747722,0,World
1192,UAE,SaaS,Series B,72.55344125,72.64246009,10.92002746,242.7524189,752,568.6745289,0,15.8350298,1,World
1193,Israel,SaaS,Series B,27.48367388,151.4185279,43.25520735,86.45622109,1132,385.242083,0,5.72466453,1,World
1194,China,E-Commerce,Series C,82.18587721,74.09841748,42.88083537,269.7216791,736,621.9398365,0,-8.666795064,0,World
1195,USA,AI/ML,Seed,99.56526244,143.1768045,47.58288654,74.69682003,209,322.4065233,0,6.44803804,1,World
1196,USA,HealthCare,Seed,8.585361579,74.21100536,3.89183373,27.55957413,1022,388.5647167,0,19.0353702,1,World
1197,Singapore,HealthCare,Series C,47.83047738,84.93626858,26.88677336,52.18209628,1289,966.4946319,0,3.134427564,1,World
1198,UAE,E-Commerce,Series A,80.40419337,112.9964765,32.46928394,251.9158463,446,115.7521364,0,8.813352726,1,World
1199,UAE,AI/ML,Series A,79.10613876,190.1610464,35.56180312,128.1052461,503,109.7290685,1,24.08158725,1,World
1200,Canada,E-Commerce,Series A,76.23971867,22.21765911,32.22877543,240.0989413,1469,48.09943936,0,-15.24212676,0,World
1201,China,AI/ML,Series A,35.55049859,7.066296848,38.52356836,161.713753,716,323.4442972,1,-26.03313343,0,World
1204,UAE,AI/ML,Series B,97.42011777,197.9497649,10.30871027,129.9288455,1396,551.3853404,0,48.15015441,1,World
1205,China,HealthCare,Series B,33.42717982,97.09076735,0.697736605,241.5996557,279,585.3850214,0,28.64833053,1,World
1208,China,E-Commerce,Series A,98.91837208,111.3491341,16.14228577,212.2631817,1261,621.2554861,0,21.22923492,1,World
1211,Germany,FinTech,Seed,61.72565238,149.3880808,41.996312,183.2448646,1886,778.6591293,0,7.981707596,1,World
1212,China,FinTech,Series C,27.98058573,99.62703964,12.70844318,132.8106863,1796,652.0824579,1,17.09357969,1,World
1213,China,EdTech,Series C,28.14321189,92.64195957,6.790748796,117.9176384,1091,166.1048227,0,21.45871294,1,World
1215,Singapore,SaaS,Series C,12.29097947,91.41340374,48.55223393,44.59883253,668,751.4891854,0,-12.75111277,0,World
1217,USA,EdTech,Series B,76.52269231,3.753027406,9.206860928,226.1772625,1470,587.0750622,0,-0.684908229,0,World
1218,Singapore,FinTech,Series C,61.18914559,35.22579541,42.05323312,117.7906334,94,213.9586279,0,-18.88070918,0,World
1219,China,EdTech,Series A,11.15587147,97.95847118,19.82004309,249.4035415,1035,630.9126917,0,12.32000747,1,World
1220,UAE,HealthCare,Series C,85.37141597,164.6193651,44.97118538,28.82602452,1470,771.7754524,0,10.20769174,1,World
1221,China,HealthCare,Seed,60.53539507,56.10603784,13.10778863,189.3083055,460,885.8259643,0,8.481702673,1,World
1222,Germany,E-Commerce,Series C,96.1247021,104.7673649,19.72176576,261.1119356,1848,738.0337382,0,16.93469112,1,World
1224,USA,SaaS,Seed,18.34231151,21.40839591,44.64150517,114.9709142,1598,674.8930107,0,-28.17944464,0,World
1227,Japan,FinTech,Seed,3.798205404,16.15923868,11.16659794,252.8407585,1003,882.7959379,0,-2.826795864,0,World
1228,USA,EdTech,Series C,2.476116151,144.0975589,20.22751289,161.5747753,1058,534.95952,1,22.4529131,1,World
1229,UAE,SaaS,Series A,13.81089706,69.84219092,48.78408996,230.6328295,1068,596.3467196,0,-17.12373722,0,World
1230,China,AI/ML,Seed,25.91477907,198.9725365,30.42788387,28.17861678,678,990.1583692,0,28.99592882,1,World
1231,Canada,SaaS,Series C,43.52536323,60.82850471,39.07677798,179.0576616,981,985.0905999,0,-11.15722549,0,World
1232,Germany,FinTech,Seed,49.2566069,48.12831985,22.5482483,167.3338324,352,588.3794301,0,-1.280737572,0,World
1233,Germany,FinTech,Series A,14.66473328,113.7941644,26.64716305,184.9431329,997,38.78747571,0,9.65845319,1,World
1234,UK,E-Commerce,Series C,67.66576633,167.1076696,21.5048102,210.2142743,1399,399.1668004,0,29.7329148,1,World
1236,Singapore,FinTech,Series C,30.15194579,142.0258526,42.58840359,236.7762141,1369,291.8650594,1,2.803772684,1,World
1239,China,HealthCare,Series C,39.77778278,16.67444577,17.08029471,41.0135049,466,570.2736101,0,-6.24370351,0,World
1241,Israel,AI/ML,Seed,38.30514101,98.41604627,46.96846137,265.4123734,1823,259.0761488,1,-8.930305139,0,World
1242,Japan,E-Commerce,Seed,63.19007785,89.894177,15.87237796,34.83100599,1512,948.864095,1,14.80396944,1,World
1243,Israel,EdTech,Series A,55.17650536,194.6747624,40.05450403,255.6593327,407,621.0753539,0,22.21977644,1,World
1244,USA,AI/ML,Series B,23.88641243,198.0816435,35.79581636,240.5931166,908,234.077142,0,24.64215114,1,World
1246,Israel,SaaS,Seed,61.78908865,25.86029873,46.84472986,96.12479268,352,722.6232797,0,-24.59365631,0,World
1247,UK,AI/ML,Seed,86.22464778,101.4809321,31.20620094,124.6042773,1822,301.2082291,0,8.181810625,1,World
1248,Japan,E-Commerce,Series C,75.56813044,106.0680386,44.90772213,290.75415,1724,880.2081711,0,-3.173904713,0,World
1249,Japan,SaaS,Series B,55.78660266,103.1320624,8.468096413,64.50077906,1313,169.8455285,0,22.76091162,1,World
1250,UAE,SaaS,Series A,36.86700683,114.1136218,31.37295754,175.9832649,1385,268.1825644,0,7.03505748,1,World
1252,USA,SaaS,Seed,88.06231372,142.3898427,13.65489242,69.27845394,1230,108.6579446,0,31.33605188,1,World
1253,UAE,SaaS,Seed,4.885114028,142.6226632,37.06361468,230.1783345,1258,303.8138463,0,7.81485,1,World
1254,USA,HealthCare,Series A,98.8102818,23.53622015,38.94599377,94.26671691,949,999.1828526,0,-18.87711911,0,World
1256,Germany,E-Commerce,Series B,68.43263221,113.8880559,15.71285734,152.7410277,1218,216.9371809,0,22.2426952,1,World
1257,Israel,HealthCare,Series C,4.761785893,136.6488588,34.11216885,157.379101,924,275.2587151,0,8.658876262,1,World
1258,China,HealthCare,Series C,60.94739821,17.53683958,15.28223884,15.7128481,171,621.034036,1,-3.777013207,0,World
1259,Germany,FinTech,Series C,48.99302795,125.4874098,36.97811534,287.1753911,1676,746.6189679,0,5.369130407,1,World
1261,China,FinTech,Series C,28.51427907,101.6470966,29.91746429,163.8104766,101,13.59280203,0,5.609635692,1,World
1262,Japan,EdTech,Seed,89.14113117,154.7780488,20.85041507,121.7240099,1620,653.5912065,0,28.23384867,1,World
1264,Germany,E-Commerce,Seed,41.92824094,24.22115203,8.983673527,194.773549,1683,520.0664085,0,4.351912154,1,World
1265,UAE,HealthCare,Series B,8.195533428,118.441365,3.970688472,200.3161597,1201,382.3125186,0,28.89008066,1,World
1266,Singapore,E-Commerce,Series B,71.69803121,193.8387479,30.94182672,50.51514138,1291,798.4569765,0,27.04965172,1,World
1267,China,AI/ML,Series C,70.58223152,31.77550275,42.44705606,152.3780627,759,347.1613915,0,-19.76284721,0,World
1268,Singapore,FinTech,Series C,61.79031709,170.654964,1.13975763,238.1908475,566,233.8622107,0,45.83069328,1,World
1269,USA,EdTech,Seed,51.51600198,140.6583421,3.405351154,135.7695126,1956,313.5446987,1,37.61154215,1,World
1271,UAE,EdTech,Series C,59.73383821,56.75068626,36.91226473,97.39899823,1682,217.9871011,1,-10.21808332,0,World
1272,UAE,AI/ML,Series C,24.10614972,57.93384141,7.969611471,67.65197141,1648,609.53339,1,10.06136977,1,World
1273,UAE,HealthCare,Series A,94.18464735,181.2508814,13.65540085,42.11615303,1162,884.7881565,0,39.86500196,1,World
1274,Israel,E-Commerce,Series A,59.29065839,72.2864904,11.67710944,116.3864326,1706,597.4828235,0,13.64556691,1,World
1275,Germany,SaaS,Series C,31.80805199,13.07157044,20.01265581,164.5761917,1583,449.4349659,0,-10.09320503,0,World
1276,Germany,E-Commerce,Series A,45.51830524,120.3190424,11.32743398,26.46169996,578,797.8844224,0,26.51305484,1,World
1277,Canada,FinTech,Seed,80.7627941,25.40112497,17.69467406,183.1278948,1194,749.2984298,0,-1.868786941,0,World
1278,China,SaaS,Series B,16.99999001,159.4209502,36.45427567,297.9422099,185,370.2228309,0,12.53695303,1,World
1279,Singapore,EdTech,Series B,29.99072662,128.5284153,30.5893615,289.4168549,1804,606.1327033,0,12.15870811,1,World
1280,Canada,HealthCare,Series C,68.27129425,175.0079378,4.150967099,249.6061772,1321,731.193646,0,43.93404039,1,World
1281,UAE,HealthCare,Series C,32.23343144,157.0750313,31.92350875,83.57062828,982,249.2359417,0,17.20978843,1,World
1282,USA,EdTech,Seed,79.4576665,22.86667284,23.90615086,11.61024096,1438,369.4425097,1,-6.879197962,0,World
1283,USA,FinTech,Series A,13.91489523,76.52359995,46.73482218,250.8948024,1869,110.2471902,0,-16.5901884,0,World
1285,Germany,AI/ML,Series B,7.76681977,83.75962392,36.33570434,65.66028403,947,90.44826217,0,-6.414713865,0,World
1287,UK,SaaS,Seed,89.92412836,147.2802198,11.15288897,57.62152155,1373,482.4327899,1,34.47041417,1,World
1288,Germany,EdTech,Series A,58.55258248,3.59223338,45.17085889,250.9675577,1028,865.9454744,1,-29.45997616,0,World
1290,Germany,SaaS,Series C,24.02686906,20.61055458,33.97628001,227.9520042,227,769.7531668,0,-18.0650865,0,World
1293,UAE,EdTech,Series C,99.16817978,173.0612276,29.34674519,220.023251,1881,845.7921647,1,25.61718935,1,World
1294,USA,E-Commerce,Series B,98.33838268,107.5017508,16.01946069,109.8080433,1724,19.09943818,0,20.44049844,1,World
1296,Germany,E-Commerce,Series C,44.8441801,70.58745128,18.76285945,40.99640995,1450,830.0800494,0,6.220732144,1,World
1297,Canada,SaaS,Series B,49.62295594,68.90642125,32.06363445,213.1480411,57,938.1778836,0,-3.885386967,0,World
1299,China,SaaS,Series B,11.05587988,48.96047953,0.330035805,17.86210777,810,879.1984504,0,14.31324769,1,World
1302,Germany,SaaS,Series B,8.262715192,61.76294141,17.15074719,132.016352,622,318.6449084,0,4.298977424,1,World
1303,Germany,SaaS,Series A,20.38808495,37.74551234,4.797922939,90.78015456,1700,113.6209121,0,9.332435944,1,World
1304,China,EdTech,Series C,49.0400722,167.7962444,11.09644756,243.0414453,1080,730.931359,0,37.91602791,1,World
1305,Singapore,EdTech,Series A,78.6926578,148.4857745,11.26623735,144.7672356,243,140.4900382,0,33.84322638,1,World
1306,Japan,HealthCare,Seed,49.06409323,186.2019878,46.77493802,147.9385161,1886,57.24662025,0,12.97446439,1,World
1307,Germany,FinTech,Series A,34.21218445,33.52118725,21.68239744,216.5262399,971,776.5696357,1,-6.169598076,0,World
1308,USA,SaaS,Series B,9.152946043,29.27813717,2.199085776,111.7808498,1332,905.1398539,1,5.290297508,1,World
1309,Canada,FinTech,Series B,55.4792568,108.5151642,7.026952444,109.196138,857,765.3027312,0,26.16610431,1,World
1311,UK,SaaS,Seed,61.87848361,96.29460165,29.48458257,235.112315,205,597.6435694,0,4.703764504,1,World
1314,Japan,HealthCare,Series B,22.00041447,96.18294396,18.56609694,67.86396344,1055,988.3810054,0,12.84048785,1,World
1315,UAE,SaaS,Series B,47.83635927,131.7894659,40.21343122,108.7221383,1227,107.8979676,0,5.001815402,1,World
1316,China,E-Commerce,Series A,96.89276772,86.82493663,16.0924329,90.97718461,395,810.1348032,0,17.30372453,1,World
1317,UK,HealthCare,Series A,77.40916785,136.0497435,22.96744757,202.2134143,373,643.1824689,0,23.70299274,1,World
1321,Germany,HealthCare,Series B,11.18044879,82.47496077,33.11804938,113.5057941,217,863.5696465,0,-1.488872129,0,World
1322,Singapore,EdTech,Series B,6.244317699,5.106379725,20.58540279,154.2044731,284,179.5040581,0,-13.60344504,0,World
1323,China,AI/ML,Series C,85.70466008,133.8707651,25.24869809,188.1235633,1016,201.0507501,1,19.0136812,1,World
1325,Japan,HealthCare,Series B,9.967950397,71.24810534,33.11441368,61.72633701,1959,136.1832455,1,-6.507772391,0,World
1326,Singapore,FinTech,Series B,12.22931525,9.68361066,45.25926178,30.66694318,505,267.5630804,0,-31.65198526,0,World
1327,Germany,FinTech,Seed,4.284241618,197.3617317,9.020049323,190.0275161,911,722.4306434,0,45.16540121,1,World
1328,China,SaaS,Series C,11.3462487,53.10780196,24.2134842,121.2686004,1572,478.3886715,0,-6.272349419,0,World
1329,UK,EdTech,Seed,21.73256186,25.76091378,45.44221733,53.05629452,1560,759.1140179,0,-27.01454759,0,World
